symbol,first_snapshot_year,latest_snapshot_year,sources,asset_types,statuses,alpha_vantage_symbol,yahoo_symbol_candidate,local_symbol_candidate,symbol_suffix_type,needs_symbol_validation
ABIT,2026,2026,runtime_symbols_txt,,Active,ABIT,ABIT,ABIT,plain,False
ABLVW,2026,2026,runtime_symbols_txt,,Active,ABLVW,ABLVW,ABLVW,plain,False
ABLZF,2026,2026,runtime_symbols_txt,,Active,ABLZF,ABLZF,ABLZF,plain,False
ABPO,2026,2026,runtime_symbols_txt,,Active,ABPO,ABPO,ABPO,plain,False
ABR.PD,2026,2026,runtime_symbols_txt,,Active,ABR.PD,ABR.PD,ABR.PD,preferred_or_special,False
ABR.PE,2026,2026,runtime_symbols_txt,,Active,ABR.PE,ABR.PE,ABR.PE,preferred_or_special,False
ABR.PF,2026,2026,runtime_symbols_txt,,Active,ABR.PF,ABR.PF,ABR.PF,preferred_or_special,False
ABTC,2026,2026,runtime_symbols_txt,,Active,ABTC,ABTC,ABTC,plain,False
ABVE,2026,2026,runtime_symbols_txt,,Active,ABVE,ABVE,ABVE,plain,False
ABVEW,2026,2026,runtime_symbols_txt,,Active,ABVEW,ABVEW,ABVEW,plain,False
ABVX,2026,2026,runtime_symbols_txt,,Active,ABVX,ABVX,ABVX,plain,False
ABX,2026,2026,runtime_symbols_txt,,Active,ABX,ABX,ABX,plain,False
ABXL,2026,2026,runtime_symbols_txt,,Active,ABXL,ABXL,ABXL,plain,False
ABXXF,2026,2026,runtime_symbols_txt,,Active,ABXXF,ABXXF,ABXXF,plain,False
ACAA,2026,2026,runtime_symbols_txt,,Active,ACAA,ACAA,ACAA,plain,False
ACAAU,2026,2026,runtime_symbols_txt,,Active,ACAAU,ACAAU,ACAAU,plain,False
ACBM,2026,2026,runtime_symbols_txt,,Active,ACBM,ACBM,ACBM,plain,False
ACFN,2026,2026,runtime_symbols_txt,,Active,ACFN,ACFN,ACFN,plain,False
ACGC,2026,2026,runtime_symbols_txt,,Active,ACGC,ACGC,ACGC,plain,False
ACGP,2026,2026,runtime_symbols_txt,,Active,ACGP,ACGP,ACGP,plain,False
ACHR.WT,2026,2026,runtime_symbols_txt,,Active,ACHR.WT,ACHR.WT,ACHR.WT,warrant_or_right_like,False
ACMIF,2026,2026,runtime_symbols_txt,,Active,ACMIF,ACMIF,ACMIF,plain,False
ACOG,2026,2026,runtime_symbols_txt,,Active,ACOG,ACOG,ACOG,plain,False
ACP.PA,2026,2026,runtime_symbols_txt,,Active,ACP.PA,ACP.PA,ACP.PA,preferred_or_special,False
ACQC,2026,2026,runtime_symbols_txt,,Active,ACQC,ACQC,ACQC,plain,False
ACR.PC,2026,2026,runtime_symbols_txt,,Active,ACR.PC,ACR.PC,ACR.PC,preferred_or_special,False
ACR.PD,2026,2026,runtime_symbols_txt,,Active,ACR.PD,ACR.PD,ACR.PD,preferred_or_special,False
ACRG,2026,2026,runtime_symbols_txt,,Active,ACRG,ACRG,ACRG,plain,False
ACRL,2026,2026,runtime_symbols_txt,,Active,ACRL,ACRL,ACRL,plain,False
ACTU,2026,2026,runtime_symbols_txt,,Active,ACTU,ACTU,ACTU,plain,False
ACUT,2026,2026,runtime_symbols_txt,,Active,ACUT,ACUT,ACUT,plain,False
ADAC,2026,2026,runtime_symbols_txt,,Active,ADAC,ADAC,ADAC,plain,False
ADACU,2026,2026,runtime_symbols_txt,,Active,ADACU,ADACU,ADACU,plain,False
ADACW,2026,2026,runtime_symbols_txt,,Active,ADACW,ADACW,ADACW,plain,False
ADAMG,2026,2026,runtime_symbols_txt,,Active,ADAMG,ADAMG,ADAMG,plain,False
ADAMH,2026,2026,runtime_symbols_txt,,Active,ADAMH,ADAMH,ADAMH,plain,False
ADAMI,2026,2026,runtime_symbols_txt,,Active,ADAMI,ADAMI,ADAMI,plain,False
ADAMO,2026,2026,runtime_symbols_txt,,Active,ADAMO,ADAMO,ADAMO,plain,False
ADBT,2026,2026,runtime_symbols_txt,,Active,ADBT,ADBT,ADBT,plain,False
ADC.PA,2026,2026,runtime_symbols_txt,,Active,ADC.PA,ADC.PA,ADC.PA,preferred_or_special,False
ADDTF,2026,2026,runtime_symbols_txt,,Active,ADDTF,ADDTF,ADDTF,plain,False
ADGM,2026,2026,runtime_symbols_txt,,Active,ADGM,ADGM,ADGM,plain,False
ADIA,2026,2026,runtime_symbols_txt,,Active,ADIA,ADIA,ADIA,plain,False
ADMG,2026,2026,runtime_symbols_txt,,Active,ADMG,ADMG,ADMG,plain,False
ADMQ,2026,2026,runtime_symbols_txt,,Active,ADMQ,ADMQ,ADMQ,plain,False
ADMT,2026,2026,runtime_symbols_txt,,Active,ADMT,ADMT,ADMT,plain,False
ADNH,2026,2026,runtime_symbols_txt,,Active,ADNH,ADNH,ADNH,plain,False
ADOOY,2026,2026,runtime_symbols_txt,,Active,ADOOY,ADOOY,ADOOY,plain,False
ADTI,2026,2026,runtime_symbols_txt,,Active,ADTI,ADTI,ADTI,plain,False
ADTTF,2026,2026,runtime_symbols_txt,,Active,ADTTF,ADTTF,ADTTF,plain,False
ADUR,2026,2026,runtime_symbols_txt,,Active,ADUR,ADUR,ADUR,plain,False
ADVB,2026,2026,runtime_symbols_txt,,Active,ADVB,ADVB,ADVB,plain,False
ADYYF,2026,2026,runtime_symbols_txt,,Active,ADYYF,ADYYF,ADYYF,plain,False
ADZCF,2026,2026,runtime_symbols_txt,,Active,ADZCF,ADZCF,ADZCF,plain,False
AEAQ,2026,2026,runtime_symbols_txt,,Active,AEAQ,AEAQ,AEAQ,plain,False
AEAQU,2026,2026,runtime_symbols_txt,,Active,AEAQU,AEAQU,AEAQU,plain,False
AEAQW,2026,2026,runtime_symbols_txt,,Active,AEAQW,AEAQW,AEAQW,plain,False
AEBI,2026,2026,runtime_symbols_txt,,Active,AEBI,AEBI,AEBI,plain,False
AEBMF,2026,2026,runtime_symbols_txt,,Active,AEBMF,AEBMF,AEBMF,plain,False
AEBMY,2026,2026,runtime_symbols_txt,,Active,AEBMY,AEBMY,AEBMY,plain,False
AEBZY,2026,2026,runtime_symbols_txt,,Active,AEBZY,AEBZY,AEBZY,plain,False
AEGOF,2026,2026,runtime_symbols_txt,,Active,AEGOF,AEGOF,AEGOF,plain,False
AEGXF,2026,2026,runtime_symbols_txt,,Active,AEGXF,AEGXF,AEGXF,plain,False
AEHGS,2026,2026,runtime_symbols_txt,,Active,AEHGS,AEHGS,AEHGS,plain,False
AELKY,2026,2026,runtime_symbols_txt,,Active,AELKY,AELKY,AELKY,plain,False
AERA,2026,2026,runtime_symbols_txt,,Active,AERA,AERA,AERA,plain,False
AERG,2026,2026,runtime_symbols_txt,,Active,AERG,AERG,AERG,plain,False
AERGP,2026,2026,runtime_symbols_txt,,Active,AERGP,AERGP,AERGP,plain,False
AESI,2026,2026,runtime_symbols_txt,,Active,AESI,AESI,AESI,plain,False
AESP,2026,2026,runtime_symbols_txt,,Active,AESP,AESP,AESP,plain,False
AETN,2026,2026,runtime_symbols_txt,,Active,AETN,AETN,AETN,plain,False
AEXA,2026,2026,runtime_symbols_txt,,Active,AEXA,AEXA,AEXA,plain,False
AFJK,2026,2026,runtime_symbols_txt,,Active,AFJK,AFJK,AFJK,plain,False
AFJKR,2026,2026,runtime_symbols_txt,,Active,AFJKR,AFJKR,AFJKR,plain,False
AFJKU,2026,2026,runtime_symbols_txt,,Active,AFJKU,AFJKU,AFJKU,plain,False
AFNDY,2026,2026,runtime_symbols_txt,,Active,AFNDY,AFNDY,AFNDY,plain,False
AFNX,2026,2026,runtime_symbols_txt,,Active,AFNX,AFNX,AFNX,plain,False
AGBK,2026,2026,runtime_symbols_txt,,Active,AGBK,AGBK,AGBK,plain,False
AGCC,2026,2026,runtime_symbols_txt,,Active,AGCC,AGCC,AGCC,plain,False
AGGI,2026,2026,runtime_symbols_txt,,Active,AGGI,AGGI,AGGI,plain,False
AGH,2026,2026,runtime_symbols_txt,,Active,AGH,AGH,AGH,plain,False
AGLY,2026,2026,runtime_symbols_txt,,Active,AGLY,AGLY,AGLY,plain,False
AGM.A,2026,2026,runtime_symbols_txt,,Active,AGM.A,AGM.A,AGM.A,class_or_suffix,False
AGM.PD,2026,2026,runtime_symbols_txt,,Active,AGM.PD,AGM.PD,AGM.PD,preferred_or_special,False
AGM.PE,2026,2026,runtime_symbols_txt,,Active,AGM.PE,AGM.PE,AGM.PE,preferred_or_special,False
AGM.PF,2026,2026,runtime_symbols_txt,,Active,AGM.PF,AGM.PF,AGM.PF,preferred_or_special,False
AGM.PG,2026,2026,runtime_symbols_txt,,Active,AGM.PG,AGM.PG,AGM.PG,preferred_or_special,False
AGM.PH,2026,2026,runtime_symbols_txt,,Active,AGM.PH,AGM.PH,AGM.PH,preferred_or_special,False
AGMB,2026,2026,runtime_symbols_txt,,Active,AGMB,AGMB,AGMB,plain,False
AGMRF,2026,2026,runtime_symbols_txt,,Active,AGMRF,AGMRF,AGMRF,plain,False
AGMWF,2026,2026,runtime_symbols_txt,,Active,AGMWF,AGMWF,AGMWF,plain,False
AGNCZ,2026,2026,runtime_symbols_txt,,Active,AGNCZ,AGNCZ,AGNCZ,plain,False
AGNPF,2026,2026,runtime_symbols_txt,,Active,AGNPF,AGNPF,AGNPF,plain,False
AGQPF,2026,2026,runtime_symbols_txt,,Active,AGQPF,AGQPF,AGQPF,plain,False
AGRZ,2026,2026,runtime_symbols_txt,,Active,AGRZ,AGRZ,AGRZ,plain,False
AGSS,2026,2026,runtime_symbols_txt,,Active,AGSS,AGSS,AGSS,plain,False
AGTX,2026,2026,runtime_symbols_txt,,Active,AGTX,AGTX,AGTX,plain,False
AGXPF,2026,2026,runtime_symbols_txt,,Active,AGXPF,AGXPF,AGXPF,plain,False
AHII,2026,2026,runtime_symbols_txt,,Active,AHII,AHII,AHII,plain,False
AHL.PD,2026,2026,runtime_symbols_txt,,Active,AHL.PD,AHL.PD,AHL.PD,preferred_or_special,False
AHL.PE,2026,2026,runtime_symbols_txt,,Active,AHL.PE,AHL.PE,AHL.PE,preferred_or_special,False
AHL.PF,2026,2026,runtime_symbols_txt,,Active,AHL.PF,AHL.PF,AHL.PF,preferred_or_special,False
AHMA,2026,2026,runtime_symbols_txt,,Active,AHMA,AHMA,AHMA,plain,False
AHNRF,2026,2026,runtime_symbols_txt,,Active,AHNRF,AHNRF,AHNRF,plain,False
AHR,2026,2026,runtime_symbols_txt,,Active,AHR,AHR,AHR,plain,False
AHRO,2026,2026,runtime_symbols_txt,,Active,AHRO,AHRO,AHRO,plain,False
AHRT.PA,2026,2026,runtime_symbols_txt,,Active,AHRT.PA,AHRT.PA,AHRT.PA,preferred_or_special,False
AHT.PD,2026,2026,runtime_symbols_txt,,Active,AHT.PD,AHT.PD,AHT.PD,preferred_or_special,False
AHT.PF,2026,2026,runtime_symbols_txt,,Active,AHT.PF,AHT.PF,AHT.PF,preferred_or_special,False
AHT.PG,2026,2026,runtime_symbols_txt,,Active,AHT.PG,AHT.PG,AHT.PG,preferred_or_special,False
AHT.PH,2026,2026,runtime_symbols_txt,,Active,AHT.PH,AHT.PH,AHT.PH,preferred_or_special,False
AHT.PI,2026,2026,runtime_symbols_txt,,Active,AHT.PI,AHT.PI,AHT.PI,preferred_or_special,False
AIAI,2026,2026,runtime_symbols_txt,,Active,AIAI,AIAI,AIAI,plain,False
AIBRF,2026,2026,runtime_symbols_txt,,Active,AIBRF,AIBRF,AIBRF,plain,False
AIBT,2026,2026,runtime_symbols_txt,,Active,AIBT,AIBT,AIBT,plain,False
AIDG,2026,2026,runtime_symbols_txt,,Active,AIDG,AIDG,AIDG,plain,False
AIDX,2026,2026,runtime_symbols_txt,,Active,AIDX,AIDX,AIDX,plain,False
AIEV,2026,2026,runtime_symbols_txt,,Active,AIEV,AIEV,AIEV,plain,False
AII,2026,2026,runtime_symbols_txt,,Active,AII,AII,AII,plain,False
AIIA,2026,2026,runtime_symbols_txt,,Active,AIIA,AIIA,AIIA,plain,False
AIIA.RI,2026,2026,runtime_symbols_txt,,Active,AIIA.RI,AIIA.RI,AIIA.RI,class_or_suffix,False
AIIA.UN,2026,2026,runtime_symbols_txt,,Active,AIIA.UN,AIIA.UN,AIIA.UN,class_or_suffix,False
AIIR,2026,2026,runtime_symbols_txt,,Active,AIIR,AIIR,AIIR,plain,False
AIJTY,2026,2026,runtime_symbols_txt,,Active,AIJTY,AIJTY,AIJTY,plain,False
AIKCF,2026,2026,runtime_symbols_txt,,Active,AIKCF,AIKCF,AIKCF,plain,False
AILIH,2026,2026,runtime_symbols_txt,,Active,AILIH,AILIH,AILIH,plain,False
AILIM,2026,2026,runtime_symbols_txt,,Active,AILIM,AILIM,AILIM,plain,False
AILIN,2026,2026,runtime_symbols_txt,,Active,AILIN,AILIN,AILIN,plain,False
AILIO,2026,2026,runtime_symbols_txt,,Active,AILIO,AILIO,AILIO,plain,False
AILIP,2026,2026,runtime_symbols_txt,,Active,AILIP,AILIP,AILIP,plain,False
AILLI,2026,2026,runtime_symbols_txt,,Active,AILLI,AILLI,AILLI,plain,False
AILLM,2026,2026,runtime_symbols_txt,,Active,AILLM,AILLM,AILLM,plain,False
AILLN,2026,2026,runtime_symbols_txt,,Active,AILLN,AILLN,AILLN,plain,False
AILLO,2026,2026,runtime_symbols_txt,,Active,AILLO,AILLO,AILLO,plain,False
AILLP,2026,2026,runtime_symbols_txt,,Active,AILLP,AILLP,AILLP,plain,False
AIM,2026,2026,runtime_symbols_txt,,Active,AIM,AIM,AIM,plain,False
AIMTF,2026,2026,runtime_symbols_txt,,Active,AIMTF,AIMTF,AIMTF,plain,False
AIMUF,2026,2026,runtime_symbols_txt,,Active,AIMUF,AIMUF,AIMUF,plain,False
AIMWF,2026,2026,runtime_symbols_txt,,Active,AIMWF,AIMWF,AIMWF,plain,False
AIOK,2026,2026,runtime_symbols_txt,,Active,AIOK,AIOK,AIOK,plain,False
AIPG,2026,2026,runtime_symbols_txt,,Active,AIPG,AIPG,AIPG,plain,False
AIQUF,2026,2026,runtime_symbols_txt,,Active,AIQUF,AIQUF,AIQUF,plain,False
AIRE,2026,2026,runtime_symbols_txt,,Active,AIRE,AIRE,AIRE,plain,False
AIRJ,2026,2026,runtime_symbols_txt,,Active,AIRJ,AIRJ,AIRJ,plain,False
AIRJW,2026,2026,runtime_symbols_txt,,Active,AIRJW,AIRJW,AIRJW,plain,False
AIRO,2026,2026,runtime_symbols_txt,,Active,AIRO,AIRO,AIRO,plain,False
AIRRF,2026,2026,runtime_symbols_txt,,Active,AIRRF,AIRRF,AIRRF,plain,False
AITTF,2026,2026,runtime_symbols_txt,,Active,AITTF,AITTF,AITTF,plain,False
AITX,2026,2026,runtime_symbols_txt,,Active,AITX,AITX,AITX,plain,False
AITXD,2026,2026,runtime_symbols_txt,,Active,AITXD,AITXD,AITXD,plain,False
AIXI,2026,2026,runtime_symbols_txt,,Active,AIXI,AIXI,AIXI,plain,False
AIXN,2026,2026,runtime_symbols_txt,,Active,AIXN,AIXN,AIXN,plain,False
AKCLY,2026,2026,runtime_symbols_txt,,Active,AKCLY,AKCLY,AKCLY,plain,False
AKO.A,2026,2026,runtime_symbols_txt,,Active,AKO.A,AKO.A,AKO.A,class_or_suffix,False
AKO.B,2026,2026,runtime_symbols_txt,,Active,AKO.B,AKO.B,AKO.B,class_or_suffix,False
AKOM,2026,2026,runtime_symbols_txt,,Active,AKOM,AKOM,AKOM,plain,False
AKPPS,2026,2026,runtime_symbols_txt,,Active,AKPPS,AKPPS,AKPPS,plain,False
AKTS,2026,2026,runtime_symbols_txt,,Active,AKTS,AKTS,AKTS,plain,False
ALAB,2026,2026,runtime_symbols_txt,,Active,ALAB,ALAB,ALAB,plain,False
ALB.PA,2026,2026,runtime_symbols_txt,,Active,ALB.PA,ALB.PA,ALB.PA,preferred_or_special,False
ALBC,2026,2026,runtime_symbols_txt,,Active,ALBC,ALBC,ALBC,plain,False
ALCE,2026,2026,runtime_symbols_txt,,Active,ALCE,ALCE,ALCE,plain,False
ALCY,2026,2026,runtime_symbols_txt,,Active,ALCY,ALCY,ALCY,plain,False
ALCYU,2026,2026,runtime_symbols_txt,,Active,ALCYU,ALCYU,ALCYU,plain,False
ALCYW,2026,2026,runtime_symbols_txt,,Active,ALCYW,ALCYW,ALCYW,plain,False
ALDA,2026,2026,runtime_symbols_txt,,Active,ALDA,ALDA,ALDA,plain,False
ALDF,2026,2026,runtime_symbols_txt,,Active,ALDF,ALDF,ALDF,plain,False
ALDFU,2026,2026,runtime_symbols_txt,,Active,ALDFU,ALDFU,ALDFU,plain,False
ALDFW,2026,2026,runtime_symbols_txt,,Active,ALDFW,ALDFW,ALDFW,plain,False
ALDS,2026,2026,runtime_symbols_txt,,Active,ALDS,ALDS,ALDS,plain,False
ALEGF,2026,2026,runtime_symbols_txt,,Active,ALEGF,ALEGF,ALEGF,plain,False
ALEH,2026,2026,runtime_symbols_txt,,Active,ALEH,ALEH,ALEH,plain,False
ALEUY,2026,2026,runtime_symbols_txt,,Active,ALEUY,ALEUY,ALEUY,plain,False
ALF,2026,2026,runtime_symbols_txt,,Active,ALF,ALF,ALF,plain,False
ALFUU,2026,2026,runtime_symbols_txt,,Active,ALFUU,ALFUU,ALFUU,plain,False
ALFUW,2026,2026,runtime_symbols_txt,,Active,ALFUW,ALFUW,ALFUW,plain,False
ALGRF,2026,2026,runtime_symbols_txt,,Active,ALGRF,ALGRF,ALGRF,plain,False
ALH,2026,2026,runtime_symbols_txt,,Active,ALH,ALH,ALH,plain,False
ALIS,2026,2026,runtime_symbols_txt,,Active,ALIS,ALIS,ALIS,plain,False
ALISR,2026,2026,runtime_symbols_txt,,Active,ALISR,ALISR,ALISR,plain,False
ALISU,2026,2026,runtime_symbols_txt,,Active,ALISU,ALISU,ALISU,plain,False
ALL.PB,2026,2026,runtime_symbols_txt,,Active,ALL.PB,ALL.PB,ALL.PB,preferred_or_special,False
ALL.PH,2026,2026,runtime_symbols_txt,,Active,ALL.PH,ALL.PH,ALL.PH,preferred_or_special,False
ALL.PI,2026,2026,runtime_symbols_txt,,Active,ALL.PI,ALL.PI,ALL.PI,preferred_or_special,False
ALL.PJ,2026,2026,runtime_symbols_txt,,Active,ALL.PJ,ALL.PJ,ALL.PJ,preferred_or_special,False
ALM,2026,2026,runtime_symbols_txt,,Active,ALM,ALM,ALM,plain,False
ALMMF,2026,2026,runtime_symbols_txt,,Active,ALMMF,ALMMF,ALMMF,plain,False
ALMP,2026,2026,runtime_symbols_txt,,Active,ALMP,ALMP,ALMP,plain,False
ALMR,2026,2026,runtime_symbols_txt,,Active,ALMR,ALMR,ALMR,plain,False
ALMS,2026,2026,runtime_symbols_txt,,Active,ALMS,ALMS,ALMS,plain,False
ALMU,2026,2026,runtime_symbols_txt,,Active,ALMU,ALMU,ALMU,plain,False
ALOIS,2026,2026,runtime_symbols_txt,,Active,ALOIS,ALOIS,ALOIS,plain,False
ALOV,2026,2026,runtime_symbols_txt,,Active,ALOV,ALOV,ALOV,plain,False
ALOVU,2026,2026,runtime_symbols_txt,,Active,ALOVU,ALOVU,ALOVU,plain,False
ALOVW,2026,2026,runtime_symbols_txt,,Active,ALOVW,ALOVW,ALOVW,plain,False
ALPIB,2026,2026,runtime_symbols_txt,,Active,ALPIB,ALPIB,ALPIB,plain,False
ALPWF,2026,2026,runtime_symbols_txt,,Active,ALPWF,ALPWF,ALPWF,plain,False
ALRTF,2026,2026,runtime_symbols_txt,,Active,ALRTF,ALRTF,ALRTF,plain,False
ALSAF,2026,2026,runtime_symbols_txt,,Active,ALSAF,ALSAF,ALSAF,plain,False
ALSTF,2026,2026,runtime_symbols_txt,,Active,ALSTF,ALSTF,ALSTF,plain,False
ALSUF,2026,2026,runtime_symbols_txt,,Active,ALSUF,ALSUF,ALSUF,plain,False
ALSWF,2026,2026,runtime_symbols_txt,,Active,ALSWF,ALSWF,ALSWF,plain,False
ALTB,2026,2026,runtime_symbols_txt,,Active,ALTB,ALTB,ALTB,plain,False
ALTG.PA,2026,2026,runtime_symbols_txt,,Active,ALTG.PA,ALTG.PA,ALTG.PA,preferred_or_special,False
ALTUF,2026,2026,runtime_symbols_txt,,Active,ALTUF,ALTUF,ALTUF,plain,False
ALTX,2026,2026,runtime_symbols_txt,,Active,ALTX,ALTX,ALTX,plain,False
ALUB,2026,2026,runtime_symbols_txt,,Active,ALUB,ALUB,ALUB,plain,False
ALUB.UN,2026,2026,runtime_symbols_txt,,Active,ALUB.UN,ALUB.UN,ALUB.UN,class_or_suffix,False
ALUB.WT,2026,2026,runtime_symbols_txt,,Active,ALUB.WT,ALUB.WT,ALUB.WT,warrant_or_right_like,False
ALUR,2026,2026,runtime_symbols_txt,,Active,ALUR,ALUR,ALUR,plain,False
ALURW,2026,2026,runtime_symbols_txt,,Active,ALURW,ALURW,ALURW,plain,False
AMBI,2026,2026,runtime_symbols_txt,,Active,AMBI,AMBI,AMBI,plain,False
AMBIQ,2026,2026,runtime_symbols_txt,,Active,AMBIQ,AMBIQ,AMBIQ,plain,False
AMBQ,2026,2026,runtime_symbols_txt,,Active,AMBQ,AMBQ,AMBQ,plain,False
AMBWQ,2026,2026,runtime_symbols_txt,,Active,AMBWQ,AMBWQ,AMBWQ,plain,False
AMCCF,2026,2026,runtime_symbols_txt,,Active,AMCCF,AMCCF,AMCCF,plain,False
AMCI,2026,2026,runtime_symbols_txt,,Active,AMCI,AMCI,AMCI,plain,False
AMFN,2026,2026,runtime_symbols_txt,,Active,AMFN,AMFN,AMFN,plain,False
AMH.PG,2026,2026,runtime_symbols_txt,,Active,AMH.PG,AMH.PG,AMH.PG,preferred_or_special,False
AMH.PH,2026,2026,runtime_symbols_txt,,Active,AMH.PH,AMH.PH,AMH.PH,preferred_or_special,False
AMIX,2026,2026,runtime_symbols_txt,,Active,AMIX,AMIX,AMIX,plain,False
AMJB,2026,2026,runtime_symbols_txt,,Active,AMJB,AMJB,AMJB,plain,False
AMLIF,2026,2026,runtime_symbols_txt,,Active,AMLIF,AMLIF,AMLIF,plain,False
AMLM,2026,2026,runtime_symbols_txt,,Active,AMLM,AMLM,AMLM,plain,False
AMPGR,2026,2026,runtime_symbols_txt,,Active,AMPGR,AMPGR,AMPGR,plain,False
AMPGZ,2026,2026,runtime_symbols_txt,,Active,AMPGZ,AMPGZ,AMPGZ,plain,False
AMPM,2026,2026,runtime_symbols_txt,,Active,AMPM,AMPM,AMPM,plain,False
AMPWF,2026,2026,runtime_symbols_txt,,Active,AMPWF,AMPWF,AMPWF,plain,False
AMPX.WT,2026,2026,runtime_symbols_txt,,Active,AMPX.WT,AMPX.WT,AMPX.WT,warrant_or_right_like,False
AMRQF,2026,2026,runtime_symbols_txt,,Active,AMRQF,AMRQF,AMRQF,plain,False
AMRZ,2026,2026,runtime_symbols_txt,,Active,AMRZ,AMRZ,AMRZ,plain,False
AMSYF,2026,2026,runtime_symbols_txt,,Active,AMSYF,AMSYF,AMSYF,plain,False
AMTM,2026,2026,runtime_symbols_txt,,Active,AMTM,AMTM,AMTM,plain,False
AMTU,2026,2026,runtime_symbols_txt,,Active,AMTU,AMTU,AMTU,plain,False
AMVIF,2026,2026,runtime_symbols_txt,,Active,AMVIF,AMVIF,AMVIF,plain,False
AMVOY,2026,2026,runtime_symbols_txt,,Active,AMVOY,AMVOY,AMVOY,plain,False
AMXOF,2026,2026,runtime_symbols_txt,,Active,AMXOF,AMXOF,AMXOF,plain,False
ANDG,2026,2026,runtime_symbols_txt,,Active,ANDG,ANDG,ANDG,plain,False
ANEB,2026,2026,runtime_symbols_txt,,Active,ANEB,ANEB,ANEB,plain,False
ANG.PD,2026,2026,runtime_symbols_txt,,Active,ANG.PD,ANG.PD,ANG.PD,preferred_or_special,False
ANJFY,2026,2026,runtime_symbols_txt,,Active,ANJFY,ANJFY,ANJFY,plain,False
ANKM,2026,2026,runtime_symbols_txt,,Active,ANKM,ANKM,ANKM,plain,False
ANL,2026,2026,runtime_symbols_txt,,Active,ANL,ANL,ANL,plain,False
ANNSF,2026,2026,runtime_symbols_txt,,Active,ANNSF,ANNSF,ANNSF,plain,False
ANPA,2026,2026,runtime_symbols_txt,,Active,ANPA,ANPA,ANPA,plain,False
ANPCF,2026,2026,runtime_symbols_txt,,Active,ANPCF,ANPCF,ANPCF,plain,False
ANRO,2026,2026,runtime_symbols_txt,,Active,ANRO,ANRO,ANRO,plain,False
ANSC,2026,2026,runtime_symbols_txt,,Active,ANSC,ANSC,ANSC,plain,False
ANSCU,2026,2026,runtime_symbols_txt,,Active,ANSCU,ANSCU,ANSCU,plain,False
ANSCW,2026,2026,runtime_symbols_txt,,Active,ANSCW,ANSCW,ANSCW,plain,False
ANTA,2026,2026,runtime_symbols_txt,,Active,ANTA,ANTA,ANTA,plain,False
ANVI,2026,2026,runtime_symbols_txt,,Active,ANVI,ANVI,ANVI,plain,False
AOAO,2026,2026,runtime_symbols_txt,,Active,AOAO,AOAO,AOAO,plain,False
AOJE,2026,2026,runtime_symbols_txt,,Active,AOJE,AOJE,AOJE,plain,False
AOMD,2026,2026,runtime_symbols_txt,,Active,AOMD,AOMD,AOMD,plain,False
AOMN,2026,2026,runtime_symbols_txt,,Active,AOMN,AOMN,AOMN,plain,False
AOTVF,2026,2026,runtime_symbols_txt,,Active,AOTVF,AOTVF,AOTVF,plain,False
AOXY,2026,2026,runtime_symbols_txt,,Active,AOXY,AOXY,AOXY,plain,False
