symbol,first_eligible_trade_date,source,notes
TXMD,2008-05-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TXN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TXNM,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TXRH,2005-10-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TXT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TYGO,2022-09-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TYL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TYRA,2022-09-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
TZOO,2003-08-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
U,2021-09-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UA,2017-03-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UAA,2006-11-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UAL,2007-02-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UAMY,2001-02-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UAN,2012-04-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UAVS,2008-05-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UBCP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UBER,2020-05-11,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UBFO,1997-04-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UBS,2001-05-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UBSI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UCB,2003-03-21,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UCL,2021-06-10,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UCTT,2005-03-28,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UDMY,2022-10-31,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UDR,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UE,2016-01-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UEC,2008-04-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UEIC,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UFCS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UFI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UFPI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UFPT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UG,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UGI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UGP,2000-10-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UGRO,2020-11-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UHAL,1995-11-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UHG,2022-03-29,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UHS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UHT,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UI,2012-10-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UIS,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UK,2020-11-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ULBI,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ULCC,2022-04-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ULH,2006-02-13,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
ULTA,2008-10-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UMBF,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UMC,2001-09-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UMH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNB,2000-08-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNCY,2022-07-12,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNF,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNFI,1997-11-01,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNIT,2016-04-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNM,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNMA,2019-06-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNP,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UNTY,1998-01-14,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UOKA,2020-01-08,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UONE,2000-05-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UONEK,2001-06-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UP,2021-11-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPBD,1996-01-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPC,2022-03-23,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPLD,2015-11-06,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPS,2000-11-09,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPST,2021-12-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPWK,2019-10-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UPXI,2022-06-24,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
URBN,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
URG,2009-07-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
URGN,2018-05-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
URI,1998-12-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USAC,2014-01-15,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USAS,2004-10-27,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USAU,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USB,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USBC,2007-04-19,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USCB,2022-07-25,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USEA,2023-07-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USEG,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USFD,2017-05-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USIO,2000-02-22,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USLM,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USNA,1995-04-04,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
USPH,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTHR,2000-06-16,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTI,2004-12-20,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTL,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTMD,2000-03-07,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTSI,2001-03-05,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UTZ,2019-11-26,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UUU,1995-01-03,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
UUUU,2008-03-18,price_history_first_bar_quarantine,First local price bar plus 365 calendar days and 252 trading bars
