symbol,status,latest_date,row_count,futu_basic_available,futu_stock_type,futu_exchange_type,futu_name,final_futu_history_status,final_futu_latest_date,final_futu_history_rows,final_futu_error
SWBKY,empty_csv,,0,True,STOCK,US_PINK,SHAWBROOK GROUP PLC SPONSORED ADS EACH REP 1 ORD SHS,history_error,,0.0,Do not support OTC market data SWBKY
SWCPF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
SWDR,stale_csv,2026-02-06,3,True,STOCK,US_PINK,STARWOOD REAL ESTATE INCOME TR INC,history_error,,0.0,Do not support OTC market data SWDR
SXTEY,missing_csv,,0,True,STOCK,US_PINK,SHENZHEN XUNCE TECHNOLOGY CO LTD.,history_error,,0.0,Do not support OTC market data SXTEY
SYNSY,stale_csv,2026-02-26,1,True,STOCK,US_PINK,SYENSQO SA SPON ADS EACH REP 1/10 ORD,history_error,,0.0,Do not support OTC market data SYNSY
TACPF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TARX,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TCLXY,empty_csv,,0,True,STOCK,US_PINK,TCL ELECTRONICS HOLDINGS LTD ADS EACH REP 10 ORD,history_error,,0.0,Do not support OTC market data TCLXY
TCNCF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TCRG,stale_csv,2026-04-16,14,True,STOCK,US_PINK,CANNAISSEUR GROUP INC,history_error,,0.0,Do not support OTC market data TCRG
TEICY,empty_csv,,0,True,STOCK,US_PINK,TOSEI CORPORATION UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data TEICY
THCLY,empty_csv,,0,True,STOCK,US_PINK,TOHO CO LTD SPON ADS EACH REP 1 COM,history_error,,0.0,Do not support OTC market data THCLY
THRC,stale_csv,2026-05-13,46,True,STOCK,US_PINK,HAVANA ROASTERS COFFEE COMPANIES IN,history_error,,0.0,Do not support OTC market data THRC
THTG,empty_csv,,0,True,STOCK,US_PINK,TECH TONIC GROUP CORP,history_error,,0.0,Do not support OTC market data THTG
TKCYY,empty_csv,,0,True,STOCK,US_PINK,TOKYO OHKA KOGYO CO UNSPON ADS EACH REP 1 ORD,history_error,,0.0,Do not support OTC market data TKCYY
TKMEF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TKMSF,stale_csv,2026-05-20,26,False,,,,not_in_futu_basicinfo,,0.0,
TKVA,empty_csv,,0,True,STOCK,US_NASDAQ,Salspera,history_empty,,0.0,
TMKVY,empty_csv,,0,True,STOCK,US_PINK,TAMARACK VALLEY ENERGY LTD UNSPON ADS EACH REP 10 COM,history_error,,0.0,Do not support OTC market data TMKVY
TNDEF,stale_csv,2026-05-05,6,False,,,,not_in_futu_basicinfo,,0.0,
TNMWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TOYWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TPH,stale_csv,2026-05-13,134,True,STOCK,US_NYSE,Tri Pointe Homes(Delisted),history_stale,2026-05-13,120.0,
TPZEY,empty_csv,,0,True,STOCK,US_PINK,TOPAZ ENERGY CORP UNSPON ADS EACH REP 1 COM,history_error,,0.0,Do not support OTC market data TPZEY
TRBG,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TRMOY,stale_csv,2026-02-03,1,True,STOCK,US_PINK,TOURMALINE OIL CORP UNSPON ADS EACH REP 0.3 COM,history_error,,0.0,Do not support OTC market data TRMOY
TRNTF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TTEI,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TVCN,empty_csv,,0,True,STOCK,US_NASDAQ,TV Channels Network,history_empty,,0.0,
TVIV,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
TYG.RW,stale_csv,2026-05-20,1,False,,,,not_in_futu_basicinfo,,0.0,
TYOEY,missing_csv,,0,True,STOCK,US_PINK,TOYO ENGINEERING CORP UNSPON ADS EACH REP 0.5 COM,history_error,,0.0,Do not support OTC market data TYOEY
UATCY,empty_csv,,0,True,STOCK,US_PINK,UNISOUND AI TECHNOLOGY CO LTD UNSPON ADS EACH REP 0.1 ORD H,history_error,,0.0,Do not support OTC market data UATCY
UDMY,stale_csv,2026-05-11,132,True,STOCK,US_NASDAQ,Udemy(Delisted),history_stale,2026-05-08,117.0,
UDUD,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
UHP,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
UPX,empty_csv,,0,True,STOCK,US_NASDAQ,Uptrend,history_empty,,0.0,
USDE,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
USDW,empty_csv,,0,True,STOCK,US_PINK,MADE IN USA INC,history_error,,0.0,Do not support OTC market data USDW
VCCG,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VENAF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VEST,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VGTHY,missing_csv,,0,True,STOCK,US_PINK,VICTORY GIANT TECHNOLOGY (HUIZHOU) UNSPON ADS EACH REP 0.125 ORD SHS,history_error,,0.0,Do not support OTC market data VGTHY
VIRMF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VMCWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VSGRY,empty_csv,,0,True,STOCK,US_PINK,VUSIONGROUP UNSPON ADS EACH REP 0.05 ORD,history_error,,0.0,Do not support OTC market data VSGRY
VSRPF,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VTEK,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VUECF,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
VZSLY,missing_csv,,0,True,STOCK,US_PINK,VIZSLA ROYALTIES CORP UNSPON ADS EACH REP 5 ORD SHS,history_error,,0.0,Do not support OTC market data VZSLY
WATR,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WBKCY,stale_csv,2026-05-20,54,True,STOCK,US_PINK,WESTPAC BANKING CORPORATION UNSPON ADS EACH REP 2 ORD,history_error,,0.0,Do not support OTC market data WBKCY
WBXWF,empty_csv,,0,True,WARRANT,US_PINK,WALLBOX N V C/WTS 01/10/2026 (TO PUR COM),history_error,,0.0,Do not support OTC market data WBXWF
WDSP,empty_csv,,0,True,STOCK,US_PINK,WDSP,history_error,,0.0,Do not support OTC market data WDSP
WHK,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WHLRL,stale_csv,2026-05-08,25,True,STOCK,US_NASDAQ,WHEELER REAL ESTATE INVT TR INC 7.00% SENIOR NOTES 31/12/2031,history_current,2026-05-21,104.0,
WLGMF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WNHK,empty_csv,,0,True,STOCK,US_PINK,Winning Catering Group Inc,history_error,,0.0,Do not support OTC market data WNHK
WRDIF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WRLRF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WRLWF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
WXILY,missing_csv,,0,True,STOCK,US_PINK,WUXI LEAD INTELLIGENT EQUIPMENT CO UNSPON ADS EACH REP 2 ORD H SHS,history_error,,0.0,Do not support OTC market data WXILY
XAKJ,stale_csv,2026-05-05,16,True,STOCK,US_PINK,XIAO AI TECHNOLOGY LTD,history_error,,0.0,Do not support OTC market data XAKJ
XTND,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
XXC,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
YGSHY,empty_csv,,0,True,STOCK,US_PINK,YANGZIJIANG SHIPBUILDING UNSPON ADS EACH REP 10 COM,history_error,,0.0,Do not support OTC market data YGSHY
YICC,missing_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
YKCLY,stale_csv,2026-02-10,1,True,STOCK,US_PINK,YAMATO KOGYO CO UNSPONSORED ADS EACH REPR 0.2 ORD SHS,history_error,,0.0,Do not support OTC market data YKCLY
YLY,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ZARE,empty_csv,,0,True,ETF,US_PINK,ZARE,history_error,,0.0,Do not support OTC market data ZARE
ZGJLY,empty_csv,,0,True,STOCK,US_PINK,ZHEJIANG LEAPMOTOR TECHNOLOGY CO SPON ADS EACH REPRESENTING 2 ORD,history_error,,0.0,Do not support OTC market data ZGJLY
ZHIHF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ZJGIY,empty_csv,,0,True,STOCK,US_PINK,ZIJIN GOLD INTERNATIONAL COMPANY LI UNSPON ADR EACH REP 1 COM,history_error,,0.0,Do not support OTC market data ZJGIY
ZJNGF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ZNKUF,empty_csv,,0,False,,,,not_in_futu_basicinfo,,0.0,
ZSHLY,empty_csv,,0,True,STOCK,US_PINK,ZENSHO HOLDINGS CO LTD UNSPON ADS EACH REP 0.25 ORD,history_error,,0.0,Do not support OTC market data ZSHLY
ZSICY,empty_csv,,0,True,STOCK,US_PINK,ZHEJIANG SANHUA INTELLIGENT CONTROL UNSPONSORED ADS EACH REP 4 ORD SHS,history_error,,0.0,Do not support OTC market data ZSICY
