ticker,cik,sic,ff12,ff48,ff49,ff_label,ff12_source,classification_confidence,classification_issue,secondary_sector,secondary_industry,secondary_source,secondary_reason,sic_desc
AIIO,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
AIIOW,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
AIMD,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AIMDW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AIN,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
AIO,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AIOS,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AIOT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AIP,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AIR,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AIRG,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AIRI,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AIRS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AIRT,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AIRTP,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AISP,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AISPW,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AIT,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
AIV,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AIXC,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AIZ,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AIZN,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AJG,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AKA,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
AKAM,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AKAN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AKBA,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AKO-A,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
AKO-B,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
AKR,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AKTX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AL,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALAR,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALB,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
ALBT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALC,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALCO,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
ALDX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALEC,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALG,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
ALGM,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALGN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALGS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALGT,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALHC,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALIT,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALK,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALKS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALKT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALL,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALLE,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALLO,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALLR,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALLT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALLY,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALNT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALNY,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALOT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALOY,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ALPS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALRM,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALRS,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALSN,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
ALT,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALTG,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ALTI,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALTO,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
ALV,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
ALVO,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALVOW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALX,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ALXO,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ALYAF,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ALZN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AM,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
AMAL,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMAT,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMBA,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMBO,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMBP,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AMBR,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMC,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMCR,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
AMCX,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
AMD,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AME,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMG,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMGN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMH,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMKR,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMLX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMN,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMOD,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMODW,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMP,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMPG,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMPH,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMPL,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMPX,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMPY,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
AMR,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
AMRC,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMRN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMRX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AMSC,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AMSF,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMST,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AMT,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMTB,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMTD,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AMTX,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
AMWD,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMWL,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
AMX,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
AMZE,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
AMZN,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
AN,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ANAB,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANDE,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ANET,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ANF,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ANGH,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
ANGHW,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
ANGI,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ANGO,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANGX,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ANIK,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANIP,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANIX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANNA,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
ANNAW,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
ANNX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANTX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANVS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ANY,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AOMR,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AON,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AORT,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AOS,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
AOSL,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
AOUT,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
AP,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
APA,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
APAM,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
APC,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
APCXW,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APD,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
APEI,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
APG,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
APH,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
API,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APLD,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APLE,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
APLM,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APLMW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APLS,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APM,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APO,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
APOG,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
APP,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APPF,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APPN,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
APPS,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
APRE,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APT,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APTV,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
APVO,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
APWC,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
APXTU,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
APYX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AQB,,,1,-1,-1,NoDur,legacy_backtest,high,,,,,,
AQMS,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AQN,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
AQNB,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
AQST,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AR,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
ARAY,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARBE,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ARBEW,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ARBK,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARCB,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ARCC,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ARCO,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARCT,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARDX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARE,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
AREB,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AREBW,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
AREC,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
AREN,,,7,-1,-1,Telcm,legacy_backtest,high,,,,,,
ARES,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARGX,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARHS,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARI,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARIS,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ARKO,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARKR,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARL,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARLO,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
ARLP,,,4,-1,-1,Enrgy,legacy_backtest,high,,,,,,
ARMK,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARMP,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
AROC,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
AROW,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARQ,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
ARQQ,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ARQQW,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ARQT,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARR,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ARRY,,,2,-1,-1,Durbl,legacy_backtest,high,,,,,,
ARTL,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARTNA,,,8,-1,-1,Utils,legacy_backtest,high,,,,,,
ARTW,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
ARVN,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARW,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ARWR,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ARX,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ASAN,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ASB,,,11,-1,-1,Money,legacy_backtest,high,,,,,,
ASBP,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ASBPW,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ASC,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ASGI,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ASH,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ASIX,,,5,-1,-1,Chems,legacy_backtest,high,,,,,,
ASLE,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
ASM,,,12,-1,-1,Other,legacy_backtest,high,,,,,,
ASMB,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ASML,,,3,-1,-1,Manuf,legacy_backtest,high,,,,,,
ASND,,,10,-1,-1,Hlth,legacy_backtest,high,,,,,,
ASNS,,,6,-1,-1,BusEq,legacy_backtest,high,,,,,,
ASO,,,9,-1,-1,Shops,legacy_backtest,high,,,,,,
